,title,genres,genres_list,release_date,budget,revenue,tmdbid,imdbid,runtime,vote_average,vote_count,keywords,keywords_list
15067,Clash of the Titans ( 2010 ),Adventure|Fantasy|Action,"['Adventure', 'Fantasy', 'Action']",2010-04-01,125000000,232713139,18823,18823,106.0,5.6,2280,hades|mythology|greek mythology|zeus|medusa|mythological beast|sea monster|perseus|kraken|gods|ancient greece|based on myths or folklore|3d,"['hades', 'mythology', 'greek mythology', 'zeus', 'medusa', 'mythological beast', 'sea monster', 'perseus', 'kraken', 'gods', 'ancient greece', 'based on myths or folklore', '3d']"
15073,Defendor ( 2009 ),Drama|Action|Comedy|Crime,"['Drama', 'Action', 'Comedy', 'Crime']",2009-09-12,3500000,44462,34769,34769,101.0,6.5,197,crime fighter|delusion|superhero,"['crime fighter', 'delusion', 'superhero']"
15078,Kick-Ass ( 2010 ),Action|Crime,"['Action', 'Crime']",2010-03-22,28000000,96188903,23483,23483,117.0,7.1,4747,crime fighter|secret identity|comic book|superhero|murder|comedy|mafia|teenager|violence|realism|rookie|adaptation|young adult|kickass,"['crime fighter', 'secret identity', 'comic book', 'superhero', 'murder', 'comedy', 'mafia', 'teenager', 'violence', 'realism', 'rookie', 'adaptation', 'young adult', 'kickass']"
15087,Date Night ( 2010 ),Comedy,['Comedy'],2010-04-08,55000000,152263880,35056,35056,97.0,5.9,1148,date|corruption|taxi|expensive restaurant|wife husband relationship|gun|boat|taxi driver|document|restaurant|roof|married couple|politician|stripper|shooting|thief|car crash|stealing|mistaken identity|police corruption|aftercreditsstinger|duringcreditsstinger,"['date', 'corruption', 'taxi', 'expensive restaurant', 'wife husband relationship', 'gun', 'boat', 'taxi driver', 'document', 'restaurant', 'roof', 'married couple', 'politician', 'stripper', 'shooting', 'thief', 'car crash', 'stealing', 'mistaken identity', 'police corruption', 'aftercreditsstinger', 'duringcreditsstinger']"
15092,After.Life ( 2010 ),Drama|Horror|Mystery|Thriller,"['Drama', 'Horror', 'Mystery', 'Thriller']",2010-04-09,4500000,3606395,36419,36419,104.0,5.4,253,wheelchair|nightmare|funeral|injection|crying|casket|shovel|lily|argument|crucifix|woman director,"['wheelchair', 'nightmare', 'funeral', 'injection', 'crying', 'casket', 'shovel', 'lily', 'argument', 'crucifix', 'woman director']"
15115,The Runaways ( 2010 ),Drama|Music,"['Drama', 'Music']",2010-03-19,10000000,2995811,27586,27586,106.0,6.3,262,women|1970s|publicity|iron|music|pill|independent film|night club|teenage girl|microphone|rock music|guitarist|photo shoot|teenage sexuality|drummer|recording|grandmother|alcoholic drink|broken glass|talent contest|girl band|hospital bed|female rocker|woman director,"['women', '1970s', 'publicity', 'iron', 'music', 'pill', 'independent film', 'night club', 'teenage girl', 'microphone', 'rock music', 'guitarist', 'photo shoot', 'teenage sexuality', 'drummer', 'recording', 'grandmother', 'alcoholic drink', 'broken glass', 'talent contest', 'girl band', 'hospital bed', 'female rocker', 'woman director']"
15130,Razorback ( 1984 ),Horror,['Horror'],1984-04-19,5500000,801000,26178,26178,95.0,5.6,33,wild boar|australia|animal attack|australian outback|ozploitation|animal horror,"['wild boar', 'australia', 'animal attack', 'australian outback', 'ozploitation', 'animal horror']"
15146,Death at a Funeral ( 2010 ),Comedy,['Comedy'],2010-04-15,21000000,49050886,34803,34803,92.0,5.5,248,remake|family relationships,"['remake', 'family relationships']"
15147,Valhalla Rising ( 2009 ),Adventure|Drama|Action|Fantasy,"['Adventure', 'Drama', 'Action', 'Fantasy']",2009-09-04,5641880,30638,37861,37861,93.0,5.9,323,fog|boy|viking|hell|mute|escape|brutality|violence|slave|one eyed man|chapter headings|shot with an arrow|new world|mud|chieftain|starvation|war paint|chained to a post|warrior|very little dialogue|tarkovskyesque|axe,"['fog', 'boy', 'viking', 'hell', 'mute', 'escape', 'brutality', 'violence', 'slave', 'one eyed man', 'chapter headings', 'shot with an arrow', 'new world', 'mud', 'chieftain', 'starvation', 'war paint', 'chained to a post', 'warrior', 'very little dialogue', 'tarkovskyesque', 'axe']"
15149,Diary of a Wimpy Kid ( 2010 ),Comedy|Family,"['Comedy', 'Family']",2010-03-19,15000000,75700498,33217,33217,92.0,5.9,369,based on novel|coming of age|young boy|breaking the fourth wall|middle school|popularity|duringcreditsstinger|live action and animation|friendship drama|line drawing,"['based on novel', 'coming of age', 'young boy', 'breaking the fourth wall', 'middle school', 'popularity', 'duringcreditsstinger', 'live action and animation', 'friendship drama', 'line drawing']"
15172,City of Life and Death ( 2009 ),Drama|History|War,"['Drama', 'History', 'War']",2009-04-22,12000000,10652498,21345,21345,132.0,7.6,55,war crimes|mass murder|war victim|sino japanese war|massacre|japanese army|duringcreditsstinger|imperial japan,"['war crimes', 'mass murder', 'war victim', 'sino japanese war', 'massacre', 'japanese army', 'duringcreditsstinger', 'imperial japan']"
15186,The Losers ( 2010 ),Action|Adventure|Crime|Mystery|Thriller,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",2010-04-23,25000000,23580000,34813,34813,97.0,6.2,522,hospital|black ops|reference to macgyver|sucked into jet engine,"['hospital', 'black ops', 'reference to macgyver', 'sucked into jet engine']"
15211,Solomon Kane ( 2009 ),Adventure|Fantasy|Action|Science Fiction,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",2009-09-16,45000000,7810000,32985,32985,104.0,5.6,399,mercenary|murder|puritan|sorcerer|trap|bag over head|violence|gothic horror|covered wagon|monastery|mercy killing|healing|robert e. howard|hanged body|pile of gold|cloak|sword and sorcery,"['mercenary', 'murder', 'puritan', 'sorcerer', 'trap', 'bag over head', 'violence', 'gothic horror', 'covered wagon', 'monastery', 'mercy killing', 'healing', 'robert e. howard', 'hanged body', 'pile of gold', 'cloak', 'sword and sorcery']"
15213,Iron Man 2 ( 2010 ),Adventure|Action|Science Fiction,"['Adventure', 'Action', 'Science Fiction']",2010-04-28,200000000,623933331,10138,10138,124.0,6.6,6969,malibu|marvel comic|superhero|based on comic|revenge|aftercreditsstinger|marvel cinematic universe,"['malibu', 'marvel comic', 'superhero', 'based on comic', 'revenge', 'aftercreditsstinger', 'marvel cinematic universe']"
15218,Marmaduke ( 2010 ),Family|Comedy,"['Family', 'Comedy']",2010-06-04,50000000,83761844,38579,38579,87.0,5.0,150,,[]
15219,MacGruber ( 2010 ),Action|Adventure|Comedy,"['Action', 'Adventure', 'Comedy']",2010-05-21,10000000,6110000,37931,37931,90.0,5.1,184,aftercreditsstinger|duringcreditsstinger,"['aftercreditsstinger', 'duringcreditsstinger']"
15220,Ca$h ( 2010 ),Crime|Thriller|Comedy,"['Crime', 'Thriller', 'Comedy']",2010-01-01,7000000,46488,27004,27004,108.0,6.0,73,independent film|money,"['independent film', 'money']"
15245,A Nightmare on Elm Street ( 2010 ),Horror|Mystery|Thriller,"['Horror', 'Mystery', 'Thriller']",2010-04-30,35000000,115664037,23437,23437,95.0,5.5,771,pedophilia|supernatural|freddy krueger|remake|revenge|slasher|extreme violence|reboot|franchise|dreams|bad,"['pedophilia', 'supernatural', 'freddy krueger', 'remake', 'revenge', 'slasher', 'extreme violence', 'reboot', 'franchise', 'dreams', 'bad']"
15246,Four Lions ( 2010 ),Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']",2010-05-07,967686,4270000,37495,37495,101.0,7.1,428,terrorism|british farce,"['terrorism', 'british farce']"
15252,Furry Vengeance ( 2010 ),Comedy,['Comedy'],2010-04-02,35000000,39340177,35169,35169,92.0,4.6,150,bear|animal|aftercreditsstinger|duringcreditsstinger|real estate|land developer|real estate developer,"['bear', 'animal', 'aftercreditsstinger', 'duringcreditsstinger', 'real estate', 'land developer', 'real estate developer']"
15259,The Disappearance of Alice Creed ( 2009 ),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",2009-09-12,800000,867714,38542,38542,100.0,6.4,169,sex|bondage|ransom|kidnapping|father|rich,"['sex', 'bondage', 'ransom', 'kidnapping', 'father', 'rich']"
15262,Robin Hood ( 2010 ),Action|Adventure,"['Action', 'Adventure']",2010-05-12,200000000,310669540,20662,20662,140.0,6.2,1434,robin hood|archer|knight|sherwood forest|bow and arrow|middle ages|medieval|king of england,"['robin hood', 'archer', 'knight', 'sherwood forest', 'bow and arrow', 'middle ages', 'medieval', 'king of england']"
15295,Halo Legends ( 2010 ),Action|Animation|Science Fiction,"['Action', 'Animation', 'Science Fiction']",2010-02-16,100000,1000000,31261,31261,120.0,6.9,25,female soldier|halo,"['female soldier', 'halo']"
15301,Blue Valentine ( 2010 ),Drama|Romance,"['Drama', 'Romance']",2010-12-27,3500000,16566240,46705,46705,112.0,6.9,911,dancing|nurse|depression|classroom|bridge|marriage|truck|love|dysfunctional family|children,"['dancing', 'nurse', 'depression', 'classroom', 'bridge', 'marriage', 'truck', 'love', 'dysfunctional family', 'children']"
15302,Killers ( 2010 ),Action|Comedy|Thriller|Romance,"['Action', 'Comedy', 'Thriller', 'Romance']",2010-06-04,75000000,98159963,37821,37821,100.0,5.7,792,assassin,['assassin']
15317,Buried ( 2010 ),Drama|Thriller|Mystery,"['Drama', 'Thriller', 'Mystery']",2010-09-24,1987650,19152480,26388,26388,94.0,6.6,853,isolation|coffin|race against time|buried alive|survival|terrorism|danger|cell phone|desert|psychological|aftercreditsstinger|captivity|chases and races|mind and soul|confined,"['isolation', 'coffin', 'race against time', 'buried alive', 'survival', 'terrorism', 'danger', 'cell phone', 'desert', 'psychological', 'aftercreditsstinger', 'captivity', 'chases and races', 'mind and soul', 'confined']"
15325,Prince of Persia: The Sands of Time ( 2010 ),Adventure|Fantasy|Action|Romance,"['Adventure', 'Fantasy', 'Action', 'Romance']",2010-05-19,150000000,335154643,9543,9543,116.0,6.2,2372,persia|sandstorm|brother against brother|armageddon|regent|based on video game,"['persia', 'sandstorm', 'brother against brother', 'armageddon', 'regent', 'based on video game']"
15341,Sex and the City 2 ( 2010 ),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",2010-05-26,100000000,288347692,37786,37786,146.0,5.5,434,,[]
15349,Get Him to the Greek ( 2010 ),Comedy,['Comedy'],2010-06-04,40000000,90029656,32823,32823,109.0,5.9,626,aftercreditsstinger,['aftercreditsstinger']
15359,The Back-Up Plan ( 2010 ),Comedy|Romance,"['Comedy', 'Romance']",2010-04-23,35000000,77477008,34806,34806,106.0,5.7,468,kiss|sperm bank|romantic comedy|male female relationship|doctor|pregnancy|single mother|artificial insemination|motherhood|duringcreditsstinger,"['kiss', 'sperm bank', 'romantic comedy', 'male female relationship', 'doctor', 'pregnancy', 'single mother', 'artificial insemination', 'motherhood', 'duringcreditsstinger']"
15395,How About You... ( 2007 ),Comedy|Drama,"['Comedy', 'Drama']",2007-11-16,9000000,706000,28871,28871,100.0,6.2,13,independent film,['independent film']
15403,Jonah Hex ( 2010 ),Action|Western|Drama|Fantasy|Thriller,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",2010-06-18,47000000,10539000,20533,20533,80.0,4.5,427,gunslinger|usa|dc comics|hell|facial scar|death|confederate|tomahawk,"['gunslinger', 'usa', 'dc comics', 'hell', 'facial scar', 'death', 'confederate', 'tomahawk']"
15404,The A-Team ( 2010 ),Thriller|Action|Adventure|Comedy|Crime,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",2010-06-10,110000000,177238796,34544,34544,117.0,6.2,1737,war crimes|military court|military service|double crossed|aftercreditsstinger|duringcreditsstinger,"['war crimes', 'military court', 'military service', 'double crossed', 'aftercreditsstinger', 'duringcreditsstinger']"
15408,Toy Story 3 ( 2010 ),Animation|Family|Comedy,"['Animation', 'Family', 'Comedy']",2010-06-16,200000000,1066969703,10193,10193,103.0,7.6,4710,hostage|college|toy|barbie|animation|escape|day care|teddy bear|duringcreditsstinger|toy comes to life|personification|inanimate objects coming to life|toy story,"['hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'day care', 'teddy bear', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects coming to life', 'toy story']"
15417,Winter's Bone ( 2010 ),Drama,['Drama'],2010-06-11,2000000,13831503,39013,39013,100.0,6.8,575,father|court|bail|drug trade|girl|aftercreditsstinger|duringcreditsstinger|woman director,"['father', 'court', 'bail', 'drug trade', 'girl', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']"
15432,Shrek Forever After ( 2010 ),Comedy|Adventure|Fantasy|Animation|Family,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",2010-05-16,165000000,752600867,10192,10192,93.0,6.0,2021,ogre|3d,"['ogre', '3d']"
15468,The Twilight Saga: Eclipse ( 2010 ),Adventure|Fantasy|Drama|Romance,"['Adventure', 'Fantasy', 'Drama', 'Romance']",2010-06-23,68000000,698491347,24021,24021,124.0,5.9,2382,vampire|graduation|bite|immortality|werewolf|fang vamp,"['vampire', 'graduation', 'bite', 'immortality', 'werewolf', 'fang vamp']"
15469,Solitary Man ( 2009 ),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",2009-09-07,15000000,5024782,36691,36691,90.0,5.8,85,infidelity|bankrupt|loneliness|comedy|family drama,"['infidelity', 'bankrupt', 'loneliness', 'comedy', 'family drama']"
15475,Enter the Void ( 2009 ),Fantasy|Drama,"['Fantasy', 'Drama']",2009-05-05,13000000,754249,34647,34647,161.0,7.2,397,prostitute|hallucination|strip club|afterlife|surrealism|drug trip|unsimulated sex|drug|incest|drug deal|psychedelic|dmt|new french extremism,"['prostitute', 'hallucination', 'strip club', 'afterlife', 'surrealism', 'drug trip', 'unsimulated sex', 'drug', 'incest', 'drug deal', 'psychedelic', 'dmt', 'new french extremism']"
15482,The Last Airbender ( 2010 ),Action|Adventure|Family|Fantasy,"['Action', 'Adventure', 'Family', 'Fantasy']",2010-06-30,150000000,318502923,10196,10196,103.0,4.7,1180,fire|ice|war ship|prince|kingdom|water|village|arrest|remake|attack|avatar|air|spirit|world|domination|cheering,"['fire', 'ice', 'war ship', 'prince', 'kingdom', 'water', 'village', 'arrest', 'remake', 'attack', 'avatar', 'air', 'spirit', 'world', 'domination', 'cheering']"
15523,Predators ( 2010 ),Action|Science Fiction|Adventure|Thriller,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",2010-07-03,40000000,126248813,34851,34851,107.0,6.0,1231,hunter|predator|yakuza|hunting human beings|alien life-form|sequel|alien|alien planet|jungle|soldier|warrior,"['hunter', 'predator', 'yakuza', 'hunting human beings', 'alien life-form', 'sequel', 'alien', 'alien planet', 'jungle', 'soldier', 'warrior']"
15532,Despicable Me ( 2010 ),Animation|Family,"['Animation', 'Family']",2010-07-08,69000000,543513985,20352,20352,95.0,7.1,6595,adoptive father|orphanage|life's dream|rivalry|stealing|ballet|little girl|orphan|father daughter relationship|tomboy|mother son relationship|intelligent|kids|evil doctor|duringcreditsstinger|minions|supervillain|3d|despicable|cattivissimo,"['adoptive father', 'orphanage', ""life's dream"", 'rivalry', 'stealing', 'ballet', 'little girl', 'orphan', 'father daughter relationship', 'tomboy', 'mother son relationship', 'intelligent', 'kids', 'evil doctor', 'duringcreditsstinger', 'minions', 'supervillain', '3d', 'despicable', 'cattivissimo']"
15540,Inception ( 2010 ),Action|Thriller|Science Fiction|Mystery|Adventure,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",2010-07-14,160000000,825532764,27205,27205,148.0,8.1,14075,loss of lover|dream|kidnapping|sleep|subconsciousness|heist|redemption|female hero,"['loss of lover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'female hero']"
15541,Grown Ups ( 2010 ),Comedy,['Comedy'],2010-06-24,80000000,271430189,38365,38365,102.0,6.0,1746,overweight|swing|foot|convertible|arrow,"['overweight', 'swing', 'foot', 'convertible', 'arrow']"
15543,The Sorcerer's Apprentice ( 2010 ),Fantasy|Adventure|Action|Comedy|Drama,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",2010-07-13,150000000,215283742,27022,27022,109.0,5.9,1526,witch|fire|wolf|fountain|magic|book|castle|water|apprentice|training|merlin|love|mission|sorcerer|dragon|aftercreditsstinger|apprendista|morgana,"['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castle', 'water', 'apprentice', 'training', 'merlin', 'love', 'mission', 'sorcerer', 'dragon', 'aftercreditsstinger', 'apprendista', 'morgana']"
15547,Knight and Day ( 2010 ),Action|Comedy,"['Action', 'Comedy']",2010-06-15,117000000,261930431,37834,37834,109.0,5.9,1583,spy|airport|gas station|garage|pilot|chase|secret agent|rope|exploding building|car chase|police car|boy genius|duringcreditsstinger,"['spy', 'airport', 'gas station', 'garage', 'pilot', 'chase', 'secret agent', 'rope', 'exploding building', 'car chase', 'police car', 'boy genius', 'duringcreditsstinger']"
15556,The Karate Kid ( 2010 ),Action|Adventure|Drama|Family,"['Action', 'Adventure', 'Drama', 'Family']",2010-06-10,40000000,357852395,38575,38575,140.0,6.2,1675,duringcreditsstinger,['duringcreditsstinger']
15559,The Yellow Handkerchief ( 2008 ),Drama|Romance,"['Drama', 'Romance']",2008-12-17,15000000,317000,22556,22556,102.0,6.4,53,independent film,['independent film']
15564,The Kids Are All Right ( 2010 ),Comedy|Drama,"['Comedy', 'Drama']",2010-07-09,3500000,34705850,39781,39781,106.0,6.5,512,lesbian relationship|lesbian|dinner|motorcycle|argument|biological father|artificial insemination|control freak|vegetable garden|woman director|lgbt family,"['lesbian relationship', 'lesbian', 'dinner', 'motorcycle', 'argument', 'biological father', 'artificial insemination', 'control freak', 'vegetable garden', 'woman director', 'lgbt family']"
